id,num_pax_000_014_mins_before_sdt,num_pax_015_029_mins_before_sdt,num_pax_030_044_mins_before_sdt,num_pax_045_059_mins_before_sdt,num_pax_060_074_mins_before_sdt,num_pax_075_089_mins_before_sdt,num_pax_090_104_mins_before_sdt,num_pax_105_119_mins_before_sdt,num_pax_120_134_mins_before_sdt,num_pax_135_149_mins_before_sdt,num_pax_150_164_mins_before_sdt,num_pax_165_179_mins_before_sdt,num_pax_180_194_mins_before_sdt,num_pax_195_209_mins_before_sdt,num_pax_210_224_mins_before_sdt,num_pax_225_239_mins_before_sdt,num_pax_240plus_mins_before_sdt
13025,8,1,5,15,21,25,29,24,25,15,8,4,1,0,0,0,0
13026,0,2,1,5,7,18,17,24,18,18,15,7,4,0,0,0,0
13022,0,0,2,5,15,15,13,12,6,11,10,8,5,0,0,0,0
13023,0,0,0,1,2,3,4,2,1,2,0,1,0,0,0,0,0
13021,0,0,0,2,8,12,14,14,13,7,5,2,1,0,0,0,0
13017,0,0,1,3,5,9,10,4,6,5,3,0,1,0,0,0,0
13018,0,1,1,1,4,7,7,2,3,2,0,0,0,0,0,0,1
13019,0,0,1,5,14,24,28,18,12,10,6,6,4,0,1,1,1
13020,0,0,4,14,30,25,14,9,3,3,0,0,0,0,0,0,0
13039,0,0,1,3,8,22,27,24,22,11,10,1,0,0,0,0,0
13040,0,0,1,4,10,8,13,16,12,8,7,4,4,0,0,0,0
13041,20,3,0,4,9,16,20,18,16,15,7,4,2,0,0,0,0
13037,0,0,1,5,9,16,8,4,4,6,2,2,1,1,0,0,0
13038,0,0,1,16,22,32,22,12,6,6,1,0,0,0,0,0,0
13033,0,0,0,4,8,8,11,13,5,3,0,0,0,0,0,0,0
13034,0,0,0,4,13,11,19,14,13,9,10,6,5,2,2,2,3
13035,0,0,0,2,8,16,15,21,20,21,8,11,13,8,7,5,2
13036,0,0,0,3,10,17,28,26,17,9,4,4,1,0,0,0,0
13027,0,0,0,8,10,17,19,15,17,7,4,2,3,1,0,1,0
13028,0,0,5,21,17,12,15,20,17,2,2,0,1,0,0,0,0
13029,1,1,1,6,11,15,14,13,11,10,8,5,1,1,0,0,0
13030,0,0,1,8,28,28,30,21,13,9,5,4,2,0,0,0,0
13031,0,0,5,7,23,38,16,11,9,3,1,1,1,0,0,0,0
13032,0,0,1,9,23,29,29,26,21,8,4,3,1,1,0,0,0
13052,0,0,0,5,9,16,19,21,17,11,8,5,0,1,0,0,0
13053,0,0,2,11,29,33,33,18,17,10,8,2,1,0,0,1,0
13054,0,0,3,5,16,14,20,21,18,15,8,11,7,5,3,0,0
13055,0,0,0,5,14,30,24,17,11,5,6,4,4,0,1,0,36
13056,0,0,1,11,11,15,16,11,5,3,2,2,0,0,0,0,0
13050,0,0,0,4,10,9,16,18,19,7,2,4,0,0,0,0,0
13051,0,0,1,7,19,25,34,16,10,5,2,2,1,0,0,0,0
13047,0,0,0,3,12,9,3,1,0,0,0,0,0,0,0,0,0
13048,0,0,2,15,26,22,8,5,4,1,0,0,0,0,0,0,0
13049,0,0,0,4,18,16,28,24,21,15,5,6,2,1,1,0,1
13042,0,0,0,2,4,16,14,15,14,16,9,7,5,0,0,0,0
13043,1,0,6,11,19,26,18,18,9,2,2,2,2,0,0,0,0
13044,0,0,1,8,19,22,34,32,19,14,5,3,5,1,1,3,1
13045,0,0,1,8,22,23,27,31,19,0,0,0,0,0,0,0,0
13046,0,0,1,10,18,17,17,13,11,1,0,0,0,0,0,0,0
13069,0,0,3,14,21,22,18,10,9,4,3,0,1,0,0,0,1
13070,0,0,3,7,9,14,20,26,21,16,8,7,3,1,1,1,0
13065,0,0,3,11,21,39,22,11,6,3,1,1,2,0,0,0,0
13066,0,0,1,7,9,17,43,22,8,26,6,2,2,2,1,0,2
13067,0,0,0,3,17,17,23,29,22,14,6,3,1,0,0,0,0
13068,0,0,3,22,16,19,15,18,7,2,2,0,0,0,0,0,0
13059,0,0,6,11,23,29,20,13,14,2,3,1,1,0,0,0,0
13060,0,0,0,4,11,28,32,34,26,16,6,2,0,0,0,0,0
13061,0,0,1,7,8,13,15,9,6,3,3,0,1,0,0,0,0
13062,0,0,1,6,15,23,29,31,23,18,12,8,3,1,0,0,1
13063,0,0,0,6,16,28,23,22,16,7,6,3,2,1,0,1,1
13064,0,2,4,21,22,27,21,17,16,3,2,0,0,0,0,0,0
13057,0,0,9,26,28,24,18,8,6,4,4,0,0,0,0,0,0
13058,0,0,3,13,26,18,22,24,13,11,6,1,2,1,0,0,1
13075,0,0,3,9,20,22,22,22,15,3,1,0,0,0,0,0,0
13076,0,0,5,13,29,25,18,8,12,3,3,0,0,0,0,0,0
13072,0,0,1,4,9,19,13,14,12,10,4,7,2,1,1,0,2
13073,0,0,1,6,15,25,28,24,23,14,9,9,3,2,1,0,3
13074,0,0,2,8,15,13,8,7,3,1,0,0,0,0,0,0,0
13071,6,1,4,5,9,14,17,13,11,8,5,2,0,0,0,0,0
13082,0,0,2,10,20,26,27,17,12,20,6,5,0,0,0,0,0
13083,0,0,3,7,14,23,29,19,7,6,3,7,2,0,0,0,0
13081,0,0,6,19,25,22,12,4,4,3,0,0,0,0,0,0,0
13080,0,0,0,6,14,14,15,15,10,7,6,4,3,2,1,0,3
13077,0,0,0,2,20,24,26,18,15,10,3,2,0,0,0,0,0
13078,0,0,1,6,8,10,11,10,4,8,2,2,2,0,0,0,0
13079,0,0,1,3,10,13,15,14,6,6,6,2,1,0,0,0,0
13093,0,0,5,17,29,26,13,10,14,5,2,1,0,0,0,0,0
13094,0,0,0,5,12,26,27,34,26,22,9,9,5,0,0,0,0
13095,0,0,2,8,15,24,22,22,15,11,11,4,3,2,2,1,2
13092,0,0,0,4,19,21,34,26,20,10,6,4,3,1,0,0,3
13084,0,0,1,6,19,22,14,14,11,8,0,0,0,0,0,0,0
13085,0,0,0,3,2,1,2,1,1,1,0,0,0,0,0,0,0
13086,0,0,2,7,14,20,29,21,11,10,3,2,2,1,0,0,6
13087,0,0,2,8,24,30,23,9,6,1,0,0,0,0,0,0,0
13088,0,0,3,7,18,23,19,31,15,10,6,4,0,0,0,0,0
13089,0,0,1,5,12,23,32,30,21,15,7,5,2,2,1,1,1
13090,0,0,1,3,13,16,20,18,18,12,6,2,0,1,0,0,0
13091,0,0,1,12,21,9,5,1,0,0,0,0,0,0,0,0,0
13103,0,0,2,4,8,19,16,15,13,8,4,6,2,1,1,0,1
13104,0,0,0,2,8,24,14,30,33,29,30,22,9,9,7,4,1
13105,0,0,0,3,6,11,24,27,24,12,12,9,13,0,3,3,0
13106,0,1,1,8,16,28,49,32,14,6,6,7,0,0,0,0,2
13107,0,0,1,9,25,22,21,34,20,11,7,4,3,1,0,0,1
13099,0,0,1,5,18,23,25,16,8,9,5,0,0,0,0,0,0
13100,0,0,1,8,11,25,34,26,20,11,6,3,2,0,0,0,0
13101,0,0,1,6,9,13,12,16,12,6,5,5,1,0,0,0,0
13102,0,0,1,6,33,27,17,11,6,2,1,0,0,0,0,0,0
13096,0,1,11,16,17,17,12,8,5,3,1,2,2,0,0,0,0
13097,0,0,0,7,16,26,21,15,5,3,2,1,0,0,0,0,0
13098,0,0,1,20,18,30,28,19,12,6,6,2,0,1,0,0,0
13116,7,0,2,5,24,20,25,24,9,7,5,1,1,0,0,0,4
13117,0,0,1,5,11,15,20,20,15,7,9,6,5,0,0,0,2
13112,0,0,2,8,8,7,3,2,0,0,0,0,0,0,0,0,0
13113,0,0,2,6,17,20,15,17,10,6,4,1,0,0,0,0,2
13114,0,0,4,15,32,19,12,10,6,2,0,0,0,0,0,0,0
13115,0,0,0,2,7,7,7,5,5,1,2,1,0,1,0,0,0
13111,0,0,2,5,12,19,21,16,19,13,4,3,1,0,0,0,1
13108,0,0,0,5,7,16,17,18,7,10,7,4,1,0,0,0,0
13109,0,0,1,10,29,31,31,21,12,5,3,4,2,0,0,0,0
13110,1,0,0,5,7,11,18,17,12,17,8,5,6,0,0,0,0
13127,0,0,0,3,4,15,21,18,6,3,1,0,0,0,0,0,0
13128,20,3,0,5,9,15,15,10,13,9,2,1,2,0,0,0,0
13129,0,0,2,10,7,8,8,4,2,2,0,0,0,0,0,0,0
13130,4,8,11,16,26,15,30,18,16,2,1,3,0,0,0,0,0
13131,0,0,0,1,4,9,18,27,33,27,27,35,32,12,12,11,1
13125,0,0,1,12,15,25,37,23,28,19,6,3,1,1,0,0,0
13126,0,0,2,6,13,18,23,15,15,8,7,4,0,0,0,0,0
13121,0,0,2,11,8,17,18,15,9,7,1,2,1,0,1,0,0
13122,0,0,2,9,21,43,19,16,2,7,0,1,2,0,0,0,0
13123,0,0,3,19,18,28,20,13,4,2,0,0,0,0,0,0,0
13124,0,0,0,2,7,11,17,16,18,5,1,4,0,0,0,0,0
13118,0,0,3,11,15,12,8,6,2,0,0,0,0,0,0,0,0
13119,0,0,1,3,5,11,10,17,18,21,12,6,4,0,0,0,0
13120,0,0,0,3,8,11,22,26,26,25,17,10,3,2,0,0,0
13144,0,0,0,0,4,40,21,24,30,15,14,8,9,3,1,0,5
13145,0,0,3,15,13,15,26,17,15,3,4,13,3,5,1,1,4
13146,0,0,3,6,8,6,10,5,6,1,2,1,0,0,0,0,0
13147,0,0,2,5,16,19,19,12,8,4,1,1,1,0,0,0,1
13148,0,0,3,9,22,25,24,23,16,10,4,3,1,0,0,0,1
13149,0,3,10,12,24,23,17,14,6,2,1,1,1,0,0,0,0
13150,0,0,3,14,18,17,15,10,8,4,3,6,1,1,0,0,0
13151,0,0,6,12,18,15,18,24,18,6,3,5,2,2,0,0,2
13142,0,0,6,9,15,40,20,13,6,4,4,0,3,0,0,1,1
13143,0,0,2,14,19,21,24,10,7,10,6,1,1,0,0,0,0
13136,0,0,0,5,12,13,16,13,11,4,3,1,0,2,1,1,0
13137,2,9,16,31,27,38,37,45,27,20,17,13,8,6,3,3,0
13138,0,0,1,7,17,29,30,10,7,9,2,4,0,0,0,0,0
13139,0,0,1,3,7,7,6,5,1,2,1,1,0,0,0,0,0
13140,0,0,3,6,10,8,6,6,2,3,2,0,0,0,0,0,0
13141,0,0,7,3,9,18,20,41,16,8,4,1,1,0,0,0,0
13132,0,0,0,4,5,10,24,21,21,15,3,0,0,0,0,0,0
13133,0,0,1,9,14,17,20,7,3,2,0,0,0,0,0,0,0
13134,1,0,4,7,16,30,30,30,21,18,10,10,4,1,0,0,0
13135,0,0,1,4,9,11,17,12,6,5,5,1,3,1,0,1,0
13168,0,0,0,4,29,29,36,25,8,14,5,2,0,0,0,0,0
13166,0,0,1,7,12,16,20,13,13,5,4,3,1,0,0,1,0
13167,0,0,0,1,2,6,9,11,15,16,14,16,11,9,3,1,7
13156,0,0,3,11,20,19,19,12,7,2,0,0,0,0,0,0,0
13157,0,0,1,5,9,16,20,12,13,6,4,2,2,7,0,0,1
13158,0,0,4,10,17,27,13,20,7,14,7,5,6,1,1,0,2
13159,0,0,2,6,10,16,17,18,10,4,3,2,1,0,0,0,2
13160,0,0,0,2,3,4,5,4,4,2,1,1,0,0,0,0,0
13161,0,1,1,6,24,28,33,29,13,7,3,5,0,0,0,0,0
13162,0,0,1,5,18,26,26,24,17,12,8,6,4,1,0,0,1
13163,0,0,4,2,8,19,9,18,8,4,0,0,0,0,0,0,0
13164,0,0,10,8,15,18,21,24,10,6,4,3,0,0,0,0,0
13165,0,0,0,2,7,10,1,0,1,0,0,0,0,0,0,0,0
13152,0,0,1,5,8,9,5,3,2,0,0,0,0,0,0,0,0
13153,0,0,0,6,21,30,34,20,19,16,3,3,0,0,0,0,0
13154,0,0,2,12,26,19,10,5,2,0,0,0,0,0,0,0,0
13155,0,0,0,5,8,10,10,7,4,2,0,0,0,0,0,0,0
13175,0,0,3,11,20,7,3,1,0,0,0,0,0,0,0,0,0
13171,0,0,0,4,7,9,19,14,4,5,1,0,0,0,0,0,0
13172,0,0,2,3,8,8,12,10,8,2,1,2,0,0,0,0,0
13173,0,0,0,6,17,24,25,23,18,7,6,3,0,2,0,0,0
13174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13169,1,0,0,1,2,7,11,22,24,23,19,15,13,7,5,3,7
13170,0,0,0,2,10,21,26,23,22,11,10,8,2,3,2,1,6
13183,0,0,3,7,13,18,22,25,17,12,6,6,4,3,2,0,0
13184,0,0,2,0,13,13,24,18,17,18,9,7,2,0,0,0,0
13185,0,0,1,5,12,24,37,27,11,9,5,4,3,0,0,0,0
13182,0,0,4,21,32,31,25,11,9,6,1,0,0,0,1,0,0
13180,0,0,1,7,17,36,26,15,25,6,2,1,0,0,0,0,0
13181,0,0,1,1,8,11,25,19,12,8,7,0,0,0,0,0,0
13176,0,0,2,5,7,7,10,10,6,7,1,0,0,0,0,0,0
13177,0,0,1,8,12,10,12,2,2,0,0,0,0,0,0,0,0
13178,0,0,0,2,6,6,4,2,0,0,1,0,0,0,0,0,0
13179,0,0,1,4,11,14,22,13,9,8,8,3,3,0,2,1,1
13197,0,0,2,7,8,12,16,19,7,7,1,0,0,0,0,0,0
13198,0,0,0,6,9,18,15,19,8,16,5,6,4,2,0,0,0
13192,0,0,2,10,21,22,25,19,8,5,3,1,1,0,0,0,0
13193,0,0,4,19,21,22,17,13,13,5,14,1,0,0,2,0,0
13194,0,0,1,5,12,5,6,9,6,5,3,1,1,0,0,0,0
13195,0,0,2,6,8,16,22,25,27,26,10,4,4,1,1,0,3
13196,0,0,1,6,21,27,20,14,10,3,5,4,0,0,0,0,0
13186,6,0,0,2,3,5,8,10,9,10,6,7,12,11,4,1,0
13187,0,0,0,1,4,9,13,16,16,19,19,22,10,6,3,3,10
13188,0,0,2,11,26,28,23,22,13,9,4,3,3,1,3,1,1
13189,0,0,0,5,14,23,14,13,9,2,4,0,0,0,0,0,0
13190,0,0,1,4,7,13,15,9,11,3,4,2,0,1,0,0,1
13191,0,0,1,8,16,24,25,23,18,12,8,6,3,0,0,1,0
13215,0,0,1,2,9,18,19,38,21,15,24,10,5,2,1,1,2
13216,0,0,1,2,4,11,16,19,24,16,19,13,7,4,3,4,0
13217,0,0,1,2,8,12,15,17,30,26,27,26,21,12,9,3,7
13214,0,0,1,10,15,19,23,20,11,17,9,7,3,2,1,1,1
13205,0,0,4,15,20,34,23,14,12,2,3,3,2,1,1,2,1
13206,0,0,14,27,30,21,18,12,7,3,0,1,0,0,0,0,0
13207,0,0,0,3,4,8,2,2,1,1,0,0,0,1,0,0,0
13208,0,0,4,17,23,20,28,17,11,5,5,1,0,0,0,0,0
13209,0,0,0,3,9,11,19,12,8,7,3,4,1,0,0,0,0
13210,0,0,1,11,9,20,11,12,7,3,1,0,1,0,0,0,0
13211,0,0,0,3,6,8,8,9,5,4,3,2,1,0,0,0,1
13212,0,0,1,4,16,17,22,22,20,12,3,2,0,1,0,0,0
13213,0,0,1,7,19,28,35,23,10,8,4,4,3,0,0,0,0
13199,0,0,0,4,9,9,10,8,8,2,1,0,2,0,0,0,0
13200,0,0,2,5,10,12,6,3,3,1,2,0,0,0,0,0,0
13201,0,0,4,10,13,16,19,16,10,6,3,2,1,0,0,0,0
13202,0,0,0,2,3,3,3,1,1,2,0,1,0,0,0,0,0
13203,3,3,6,7,6,12,9,10,10,5,7,4,2,2,1,0,0
13204,0,0,0,6,13,24,36,28,23,12,13,7,5,1,0,0,0
13232,0,0,1,11,18,26,26,28,27,5,6,5,2,0,0,0,0
13233,0,0,1,8,10,15,23,20,14,11,6,5,9,4,3,2,0
13234,0,0,0,6,20,28,30,20,13,10,3,3,1,1,0,0,0
13235,8,2,10,13,25,24,23,26,31,11,0,0,0,0,0,0,0
13230,0,2,5,15,22,26,26,15,10,5,6,1,0,0,0,0,0
13231,0,0,0,6,15,9,8,11,11,5,1,1,0,0,0,0,0
13225,0,0,0,6,15,21,30,25,19,12,3,7,1,0,0,0,0
13226,0,0,1,6,27,29,22,11,16,2,1,0,0,0,0,0,0
13227,0,0,1,14,8,27,34,25,25,16,7,1,3,0,0,0,2
13228,0,0,1,11,27,41,35,25,6,4,0,0,0,0,0,0,0
13229,0,0,4,9,14,25,25,16,17,2,2,0,0,0,0,0,0
13218,0,1,7,12,20,28,20,12,6,4,3,2,2,1,0,1,1
13219,0,0,0,8,14,23,22,33,15,9,5,3,1,0,0,0,0
13220,0,0,1,6,17,29,17,15,8,8,2,2,1,0,0,0,0
13221,0,0,1,4,15,27,37,34,22,20,6,2,1,1,0,0,0
13222,0,0,0,7,14,23,22,27,21,10,9,5,2,1,0,0,0
13223,0,0,3,10,26,35,38,23,8,5,2,0,1,0,0,0,0
13224,0,0,0,9,21,29,24,19,25,12,6,5,3,0,0,0,1
13246,0,0,0,5,14,18,32,29,13,15,8,9,4,0,1,1,2
13247,0,1,4,4,12,18,26,27,23,13,8,7,5,3,2,0,0
13248,0,0,2,7,10,20,24,23,18,13,5,5,3,0,0,0,0
13249,0,0,1,5,12,24,37,27,11,9,5,4,3,0,0,0,0
13241,0,0,5,13,20,22,23,15,12,8,6,1,2,1,1,1,5
13242,0,0,3,8,24,34,33,22,18,5,1,1,0,0,0,0,0
13243,0,0,0,7,20,33,44,28,11,8,3,3,2,1,0,0,1
13244,0,0,1,15,23,35,23,14,8,7,1,1,0,0,0,0,0
13245,0,0,1,5,20,25,24,26,25,18,5,3,2,1,1,1,0
13236,0,0,0,4,9,10,14,13,5,2,1,0,0,0,0,0,1
13237,0,0,1,4,15,15,22,23,7,5,5,2,0,0,0,0,0
13238,0,0,2,4,29,24,25,26,25,14,4,4,5,1,1,2,0
13239,0,0,0,4,9,10,14,13,5,2,1,0,0,0,0,0,1
13240,0,0,0,4,20,31,36,38,35,28,25,15,12,6,0,0,0
13263,0,0,2,10,25,31,20,13,13,5,10,1,4,1,0,0,0
13264,0,0,1,12,10,13,20,18,18,20,9,5,3,0,1,0,0
13262,0,0,0,3,6,7,5,4,0,0,0,0,0,0,0,0,1
13258,0,0,1,4,5,7,8,5,4,3,4,1,0,1,0,0,1
13259,0,0,0,17,27,27,23,28,5,1,1,0,0,0,0,0,0
13260,0,0,3,7,17,14,23,10,11,6,5,5,0,1,0,1,1
13261,0,0,2,5,11,16,20,20,17,9,7,5,2,1,0,0,1
13250,10,3,3,7,11,26,26,29,16,10,6,2,0,0,0,0,0
13251,0,0,3,11,17,22,16,15,6,4,3,1,0,0,1,0,0
13252,0,0,8,7,8,9,12,25,4,4,1,0,0,0,0,0,0
13253,0,0,4,21,30,34,25,18,11,5,1,1,0,0,0,0,0
13254,0,0,1,2,5,5,7,4,2,1,0,0,0,0,0,0,0
13255,0,0,2,5,9,12,5,4,3,1,1,0,0,0,0,0,0
13256,0,0,1,20,13,17,17,17,10,7,6,1,0,1,0,0,0
13257,0,0,0,10,3,6,16,13,11,10,4,6,2,3,0,2,14
13271,0,0,1,9,14,14,19,13,8,4,2,0,0,0,0,0,0
13272,0,1,3,14,16,26,18,20,12,7,4,3,1,1,0,0,1
13273,0,0,0,6,17,18,27,27,12,7,3,3,0,0,0,0,0
13268,0,0,2,6,16,23,21,16,13,10,6,4,3,1,1,2,0
13269,0,0,2,7,20,24,17,21,12,8,8,2,0,2,1,0,0
13270,0,0,2,12,20,20,12,11,8,6,3,2,0,1,0,0,0
13265,0,0,0,5,10,23,19,21,13,5,5,1,1,1,0,0,1
13266,0,0,1,5,9,13,21,19,14,5,7,4,2,3,0,0,3
13267,0,0,0,4,10,17,23,26,19,8,5,5,1,1,0,0,0
13281,0,1,1,13,27,22,28,25,14,7,7,8,2,0,0,0,2
13280,0,2,2,1,4,7,7,16,20,32,24,26,23,19,8,2,4
13274,0,0,1,6,5,6,7,4,2,0,0,0,0,0,0,0,0
13275,0,0,0,4,6,9,9,10,7,9,3,4,1,1,1,0,1
13276,0,0,0,2,10,17,23,29,36,33,37,30,22,19,12,0,0
13277,1,2,4,12,17,21,19,12,17,8,5,4,1,0,0,0,0
13278,0,0,1,2,7,10,16,11,8,13,7,4,0,0,0,0,0
13279,0,0,0,9,18,26,27,26,18,13,12,5,4,1,1,0,0
13288,0,0,2,4,6,4,2,1,0,0,0,0,0,0,0,0,0
13289,0,0,0,4,12,29,30,31,18,20,7,10,7,3,0,2,0
13290,0,0,1,7,18,31,31,25,19,7,6,3,2,1,0,0,0
13291,0,4,6,11,14,24,21,15,22,6,5,1,2,1,1,0,2
13292,0,0,2,8,28,49,44,23,6,7,2,1,0,0,0,0,0
13287,0,0,1,4,7,9,15,8,8,5,1,0,0,0,0,0,0
13282,0,0,0,3,9,14,14,13,13,4,4,2,0,0,0,0,0
13283,0,0,4,30,50,33,15,9,7,4,1,2,0,0,0,0,0
13284,0,0,7,20,20,26,29,22,16,6,4,2,1,0,0,0,1
13285,0,0,1,4,9,19,28,27,22,14,6,5,2,1,0,0,1
13286,0,0,0,4,8,7,10,6,10,6,2,2,2,0,1,0,1
13308,0,2,1,5,4,11,12,18,15,17,11,7,4,0,0,0,0
13309,0,0,1,6,20,26,40,17,17,11,4,0,0,0,0,0,0
13310,0,0,3,3,6,11,11,6,7,3,0,1,0,0,0,0,0
13306,0,0,0,1,7,4,12,18,20,24,24,12,17,10,9,6,25
13307,0,0,2,7,25,31,27,26,14,11,12,1,0,0,0,0,0
13304,0,0,0,1,4,5,9,6,2,1,1,0,0,0,0,0,0
13305,0,0,1,1,8,11,25,19,12,8,7,0,0,0,0,0,0
13293,0,0,0,3,9,12,15,15,15,12,10,9,6,5,4,3,1
13294,0,0,0,6,12,18,31,17,17,23,5,3,1,3,0,0,0
13295,0,0,5,18,19,25,19,19,20,8,4,2,4,0,6,0,0
13296,0,0,1,6,14,20,34,34,25,17,9,5,4,1,0,1,0
13297,0,0,5,10,18,22,20,28,14,12,9,1,0,0,1,0,2
13298,0,0,0,9,16,19,13,10,9,3,1,0,0,0,0,0,0
13299,0,0,1,4,18,26,28,22,15,15,15,7,2,1,0,0,1
13300,0,0,2,3,13,14,21,11,5,3,2,5,0,1,0,1,1
13301,0,0,5,9,27,24,19,17,20,12,7,7,0,0,0,0,0
13302,0,0,0,3,9,12,15,15,15,12,10,9,6,5,4,3,1
13303,0,0,1,2,4,9,7,4,4,1,0,0,0,0,0,0,0
13326,0,1,4,7,10,15,19,23,21,13,8,7,5,3,2,0,0
13327,0,0,0,3,7,10,7,4,0,0,0,0,0,0,0,0,0
13322,0,0,2,12,18,30,16,17,12,6,7,2,0,0,0,0,1
13323,0,1,11,11,23,30,34,23,11,1,1,0,0,0,0,0,0
13324,0,0,2,8,22,32,26,23,16,11,6,2,2,0,0,1,1
13325,0,1,5,13,16,31,34,24,24,12,7,2,1,0,0,0,0
13318,0,0,0,1,6,15,11,10,11,7,2,0,0,0,0,0,0
13319,0,0,0,5,21,22,26,20,20,4,3,4,1,0,0,0,0
13320,0,0,0,7,12,10,9,4,4,0,1,0,0,0,0,0,0
13321,0,0,0,3,11,22,32,38,32,17,8,2,0,0,0,0,0
13311,0,0,1,3,16,15,17,19,9,7,3,3,2,1,1,0,1
13312,0,0,0,4,8,17,20,23,17,13,7,7,5,1,2,2,3
13313,0,0,0,4,20,30,49,31,13,5,2,1,0,0,0,0,0
13314,0,0,0,4,17,33,27,36,24,19,4,2,1,0,0,0,0
13315,0,0,4,9,23,28,31,22,10,5,2,3,2,0,1,0,0
13316,0,0,0,1,10,17,33,56,32,17,8,0,1,0,0,0,2
13317,0,0,9,33,34,23,18,11,11,8,2,1,0,0,0,0,0
13339,0,0,0,0,1,8,0,7,6,0,6,0,6,0,0,0,0
13340,19,8,22,18,26,22,10,13,11,5,1,0,0,0,0,0,0
13335,0,0,2,9,18,26,30,25,21,10,9,5,2,2,0,0,1
13336,0,0,1,5,20,31,23,17,9,4,5,1,0,1,0,0,1
13337,0,0,2,10,22,29,37,28,18,13,4,2,0,0,0,0,0
13338,0,0,0,6,14,32,19,24,18,12,8,9,2,0,2,0,0
13333,0,0,1,8,13,17,26,20,13,10,6,7,0,1,3,1,1
13334,0,0,0,6,32,34,22,20,11,6,2,1,1,0,0,0,0
13328,0,0,0,4,13,12,14,14,5,2,1,0,1,0,0,0,0
13329,0,0,3,12,20,29,24,15,8,6,3,0,0,1,0,0,0
13330,0,0,2,1,16,18,20,20,19,20,12,15,20,14,9,3,0
13331,0,0,6,13,23,30,28,15,9,7,3,1,0,0,0,0,0
13332,16,1,2,5,9,11,19,7,5,4,1,1,1,0,0,0,0
13347,0,0,1,4,6,9,5,4,5,2,0,1,0,1,0,0,2
13348,0,0,4,5,18,28,31,38,21,7,5,1,0,1,0,0,0
13349,0,0,0,6,6,3,1,0,0,1,0,0,0,0,0,0,0
13345,7,1,1,6,6,8,3,3,2,1,0,0,0,0,0,0,0
13346,0,0,1,10,31,26,25,15,2,0,0,0,0,0,0,0,0
13341,0,0,9,26,28,24,18,8,6,4,4,0,0,0,0,0,0
13342,0,0,3,8,19,24,15,15,10,6,5,3,1,0,0,0,0
13343,0,0,3,2,6,10,12,10,4,2,2,0,2,0,0,0,0
13344,0,0,0,4,4,5,11,9,9,5,9,4,4,0,0,0,0
13363,0,0,1,3,7,3,3,2,1,0,0,0,0,0,0,0,0
13364,0,0,1,14,15,26,19,23,16,16,13,8,6,2,1,0,3
13360,0,0,1,8,23,29,23,13,11,6,2,2,0,0,0,0,0
13361,0,0,0,4,9,15,25,24,19,11,9,5,2,0,1,0,0
13362,0,0,2,5,18,20,25,18,22,5,2,1,0,0,0,0,0
13355,0,0,1,4,10,6,9,8,2,2,1,0,0,0,0,0,0
13356,0,0,2,12,14,10,12,6,5,4,2,0,0,0,0,0,0
13357,0,0,7,11,24,24,17,19,15,7,3,1,0,0,0,0,0
13358,0,0,1,4,10,22,14,12,11,7,6,4,4,1,0,0,0
13359,0,0,0,1,6,7,7,11,4,2,0,1,0,0,0,0,0
13350,0,0,0,4,8,10,8,5,3,1,1,0,1,0,0,0,0
13351,0,0,2,13,19,22,14,14,10,4,3,0,2,0,0,0,0
13352,0,0,4,11,12,18,19,21,10,7,3,2,1,0,0,0,0
13353,0,0,1,11,15,24,27,32,21,16,10,4,1,3,2,0,1
13354,0,0,2,10,16,18,22,21,12,6,4,2,1,0,0,0,0
13375,0,0,3,6,14,29,26,29,25,13,7,3,4,0,1,0,0
13370,0,0,4,12,24,19,11,7,3,6,2,0,0,0,0,0,0
13371,0,0,2,8,14,24,24,19,12,8,5,2,0,1,0,0,0
13372,0,0,0,10,18,18,25,29,21,16,9,2,3,0,0,0,1
13373,0,0,2,6,9,29,23,21,11,10,5,2,1,1,0,1,1
13374,0,0,2,7,21,22,16,17,12,7,3,4,3,0,1,0,1
13368,0,0,2,5,12,25,29,21,23,11,7,1,3,1,2,1,2
13369,0,0,1,7,13,15,18,9,8,7,3,2,2,1,2,0,1
13365,0,0,1,9,14,16,14,9,9,8,4,1,1,0,0,0,1
13366,0,0,1,2,6,5,12,12,4,2,3,2,1,0,0,0,1
13367,0,0,1,2,15,25,31,25,16,6,3,4,2,0,0,0,1
13385,0,0,2,5,13,46,32,27,6,8,1,0,0,0,0,0,0
13386,0,0,0,6,21,34,33,30,14,8,3,1,1,0,0,0,0
13387,0,0,1,4,9,34,34,27,25,10,5,5,0,2,0,0,0
13382,0,0,4,7,10,16,11,9,5,7,1,0,1,3,1,0,2
13383,0,0,1,7,11,16,10,12,8,11,4,1,1,1,0,0,0
13384,0,0,0,4,11,25,22,27,30,17,6,5,2,3,0,0,0
13381,0,0,0,2,3,9,20,21,16,4,6,2,0,1,0,0,0
13376,0,0,1,4,5,6,9,5,4,3,3,0,0,0,0,0,0
13377,0,0,5,11,27,30,24,14,6,4,3,1,0,0,0,0,0
13378,0,0,1,8,14,23,21,20,12,8,6,1,1,0,0,0,0
13379,0,0,0,2,3,8,6,6,4,1,2,0,1,0,0,0,1
13380,0,0,4,6,19,28,18,35,15,9,6,6,3,0,0,0,0
